Date,Europe,Scandinavia,West Europe,Central Europe,Southern Europe,Eastern Europe
05/02/1997,2.847,0.634,4.756,3.048,7.953,1.779
06/02/1997,2.954,0.669,4.867,3.378,8.075,1.827
07/02/1997,3.063,0.758,4.994,3.706,8.241,1.85
08/02/1997,3.149,0.799,5.111,3.811,8.368,1.928
09/02/1997,3.248,0.842,5.23,4.005,8.492,2
10/02/1997,3.344,0.887,5.353,4.175,8.639,2.07
11/02/1997,3.422,0.934,5.478,4.275,8.773,2.126
12/02/1997,3.501,0.984,5.606,4.377,8.91,2.183
13/02/1997,3.583,1.035,5.737,4.482,9.048,2.242
14/02/1997,3.655,0.962,5.87,4.705,9.104,2.302
15/02/1997,3.74,1.013,6.006,4.816,9.245,2.364
16/02/1997,3.826,1.066,6.145,4.93,9.389,2.427
17/02/1997,3.843,1.006,6.287,4.837,9.534,2.448
18/02/1997,3.931,1.059,6.431,4.949,9.681,2.512
19/02/1997,4.055,1.149,6.546,5.267,9.824,2.577
20/02/1997,4.1,1.2,6.694,5.157,9.847,2.658
21/02/1997,4.295,1.26,6.845,5.295,10.011,2.936
22/02/1997,4.583,1.322,6.998,5.697,10.174,3.319
23/02/1997,4.784,1.386,7.153,6.339,10.387,3.421
24/02/1997,4.942,1.453,7.348,6.509,10.61,3.579
25/02/1997,5.036,1.521,7.509,6.653,10.708,3.65
26/02/1997,5.164,1.659,7.672,6.846,10.868,3.738
27/02/1997,5.305,1.919,7.838,6.995,11.03,3.827
28/02/1997,5.792,2.002,8.006,7.627,11.111,4.569
01/03/1997,5.92,2.154,8.176,7.738,11.274,4.676
02/03/1997,6.081,2.245,8.348,7.902,11.439,4.857
03/03/1997,6.211,2.338,8.522,8.068,11.604,4.969
04/03/1997,6.362,2.551,8.698,8.235,11.771,5.083
05/03/1997,6.557,2.755,8.875,8.52,12.078,5.22
06/03/1997,6.694,2.863,9.055,8.693,12.249,5.337
07/03/1997,6.866,3.112,9.236,8.868,12.421,5.481
08/03/1997,7.009,3.23,9.419,9.049,12.593,5.602
09/03/1997,7.221,3.427,9.604,9.227,12.784,5.842
10/03/1997,7.811,3.589,9.79,9.492,13.13,6.831
11/03/1997,8.027,3.718,9.992,9.693,13.307,7.093
12/03/1997,8.287,3.849,10.182,9.929,13.489,7.438
13/03/1997,8.501,3.983,10.372,10.115,13.667,7.703
14/03/1997,8.682,4.048,10.563,10.302,13.847,7.92
15/03/1997,8.834,4.09,10.756,10.49,14.026,8.079
16/03/1997,8.98,4.225,10.95,10.679,14.206,8.197
17/03/1997,9.144,4.418,11.145,10.86,14.301,8.357
18/03/1997,9.303,4.551,11.341,11.035,14.48,8.506
19/03/1997,8.915,4.695,11.538,10.695,14.714,7.645
20/03/1997,7.875,4.424,11.735,8.193,14.894,6.278
21/03/1997,7.658,4.542,11.933,7.893,15.083,5.789
22/03/1997,7.79,4.676,12.131,8.022,15.262,5.896
23/03/1997,9.176,4.827,12.33,11.76,15.437,7.443
24/03/1997,9.412,4.965,12.53,11.973,15.616,7.742
25/03/1997,9.62,5.104,12.73,12.164,15.795,7.989
26/03/1997,9.858,5.244,12.93,12.355,15.973,8.298
27/03/1997,10.016,5.385,13.13,12.547,16.097,8.451
28/03/1997,10.198,5.527,13.331,12.717,16.26,8.652
29/03/1997,10.305,5.671,13.531,12.908,16.436,8.681
30/03/1997,10.888,5.815,13.731,13.212,16.611,9.69
31/03/1997,11.074,5.96,13.931,13.223,16.785,9.949
01/04/1997,11.29,6.218,14.131,13.463,17.002,10.146
02/04/1997,11.541,6.59,14.331,13.734,17.175,10.38
03/04/1997,12.129,6.745,14.53,13.925,17.347,11.435
04/04/1997,12.303,6.901,14.729,14.116,17.518,11.606
05/04/1997,12.462,7.057,14.927,14.172,17.761,11.772
06/04/1997,12.625,7.214,15.124,14.349,17.931,11.923
07/04/1997,12.437,7.385,15.321,13.97,17.927,11.556
08/04/1997,12.6,7.575,15.517,14.368,18.024,11.64
09/04/1997,12.748,7.734,15.683,14.532,18.109,11.792
10/04/1997,12.712,7.893,15.877,14.712,18.27,11.518
11/04/1997,12.971,8.052,16.07,14.89,18.43,11.877
12/04/1997,13.232,7.752,16.262,15.068,18.588,12.395
13/04/1997,13.154,7.903,16.483,15.248,18.745,12.03
14/04/1997,13.318,8.109,16.673,15.344,18.812,12.224
15/04/1997,13.476,8.261,16.861,15.517,18.966,12.374
16/04/1997,13.647,8.627,17.049,15.689,19.117,12.482
17/04/1997,13.82,8.781,17.234,15.883,19.267,12.658
18/04/1997,13.975,8.935,17.418,16.025,19.447,12.805
19/04/1997,14.129,9.089,17.601,16.193,19.594,12.951
20/04/1997,14.557,9.405,17.782,16.794,19.881,13.442
21/04/1997,14.799,9.567,17.961,16.963,20.025,13.776
22/04/1997,14.954,9.722,18.139,17.13,20.167,13.924
23/04/1997,15.725,9.875,18.315,17.344,20.307,15.378
24/04/1997,15.956,10.028,18.489,17.86,20.191,15.64
25/04/1997,16.264,10.18,18.661,18.026,20.325,16.121
26/04/1997,16.445,10.331,18.831,18.19,20.526,16.316
27/04/1997,16.663,10.472,18.999,18.351,20.657,16.612
28/04/1997,17.104,10.621,19.165,18.511,21.067,17.308
29/04/1997,17.26,10.768,19.328,18.669,21.195,17.474
30/04/1997,17.415,10.914,19.49,18.825,21.321,17.637
01/05/1997,17.612,11.45,19.649,18.87,21.445,17.801
02/05/1997,17.821,11.598,19.806,19.046,21.567,18.075
03/05/1997,17.971,11.745,19.961,19.194,21.687,18.233
04/05/1997,18.336,11.89,20.113,19.355,22.292,18.719
05/05/1997,18.607,12.033,20.263,19.61,22.325,19.125
06/05/1997,18.753,12.175,20.411,19.753,22.441,19.282
07/05/1997,19.096,12.756,20.556,19.893,22.554,19.715
08/05/1997,19.256,12.904,20.698,20.03,22.665,19.905
09/05/1997,19.365,13.045,20.838,20.165,22.773,19.987
10/05/1997,19.546,13.184,20.975,20.297,22.912,20.221
11/05/1997,19.728,13.321,21.11,20.427,23.016,20.464
12/05/1997,19.896,13.456,21.241,20.764,23.117,20.61
13/05/1997,20.146,14.015,21.37,20.89,23.197,20.869
14/05/1997,20.324,14.15,21.497,21.013,23.293,21.113
15/05/1997,20.474,14.329,21.62,21.15,23.484,21.252
16/05/1997,20.599,14.459,21.741,21.267,23.576,21.388
17/05/1997,20.722,14.586,21.859,21.382,23.665,21.522
18/05/1997,20.834,14.711,21.974,21.494,23.753,21.637
19/05/1997,20.958,14.833,22.086,21.603,23.838,21.778
20/05/1997,21.072,14.952,22.195,21.709,23.92,21.902
21/05/1997,21.182,15.069,22.301,21.812,24,22.022
22/05/1997,21.29,15.183,22.404,21.913,24.077,22.139
23/05/1997,21.395,15.299,22.504,22.01,24.152,22.253
24/05/1997,21.682,16.602,22.601,22.104,24.225,22.364
25/05/1997,21.827,16.715,22.695,22.196,24.295,22.568
26/05/1997,21.924,16.825,22.786,22.284,24.362,22.672
27/05/1997,22.059,16.931,22.874,22.37,24.427,22.862
28/05/1997,22.24,17.618,22.958,22.452,24.49,22.96
29/05/1997,22.647,19.378,23.04,22.531,24.55,23.188
30/05/1997,22.668,19.203,23.118,22.607,24.607,23.233
31/05/1997,22.751,19.307,23.193,22.681,24.662,23.321
01/06/1997,23.089,20.426,23.265,22.75,24.715,23.623
02/06/1997,23.312,20.634,23.334,23.123,25.079,23.792
03/06/1997,23.408,20.875,23.399,23.187,25.127,23.871
04/06/1997,23.477,20.97,23.462,23.248,25.173,23.941
05/06/1997,23.521,20.908,23.52,23.306,25.216,24.012
06/06/1997,23.584,20.992,23.576,23.361,25.257,24.079
07/06/1997,23.642,21.072,23.629,23.412,25.295,24.138
08/06/1997,23.76,21.39,23.678,23.461,25.331,24.249
09/06/1997,23.846,21.565,23.723,23.506,25.364,24.342
10/06/1997,23.95,21.963,23.766,23.548,25.395,24.4
11/06/1997,23.997,22.026,23.805,23.586,25.423,24.451
12/06/1997,24.036,22.083,23.841,23.621,25.449,24.491
13/06/1997,24.074,22.136,23.873,23.653,25.472,24.531
14/06/1997,24.11,22.183,23.903,23.682,25.492,24.57
15/06/1997,24.164,22.394,23.928,23.707,25.511,24.598
16/06/1997,24.188,22.431,23.951,23.729,25.477,24.634
17/06/1997,24.215,22.463,23.97,23.748,25.54,24.653
18/06/1997,24.233,22.49,23.986,23.764,25.55,24.673
19/06/1997,24.25,22.511,23.998,23.776,25.559,24.692
20/06/1997,24.26,22.527,24.007,23.785,25.564,24.704
21/06/1997,24.267,22.538,24.013,23.79,25.568,24.711
22/06/1997,24.27,22.543,24.015,23.792,25.568,24.714
23/06/1997,24.263,22.543,24.014,23.791,25.517,24.713
24/06/1997,24.259,22.538,24.009,23.787,25.513,24.708
25/06/1997,24.25,22.528,24.002,23.779,25.507,24.7
26/06/1997,24.238,22.512,23.99,23.768,25.498,24.687
27/06/1997,24.221,22.49,23.976,23.754,25.486,24.669
28/06/1997,24.248,22.476,23.958,23.736,25.472,24.745
29/06/1997,24.224,22.445,23.937,23.716,25.455,24.72
30/06/1997,24.196,22.408,23.912,23.691,25.436,24.69
01/07/1997,24.165,22.365,23.885,23.664,25.415,24.659
02/07/1997,24.13,22.318,23.853,23.633,25.391,24.622
03/07/1997,24.282,23.227,23.86,23.823,25.379,24.583
04/07/1997,24.238,23.166,23.822,23.786,25.35,24.537
05/07/1997,24.191,23.101,23.781,23.745,25.319,24.488
06/07/1997,24.139,23.029,23.736,23.701,25.285,24.434
07/07/1997,24.084,22.953,23.689,23.654,25.249,24.377
08/07/1997,24.01,22.871,23.638,23.507,25.21,24.316
09/07/1997,23.949,22.784,23.584,23.454,25.169,24.255
10/07/1997,23.883,22.692,23.526,23.397,25.126,24.186
11/07/1997,23.813,22.595,23.465,23.337,25.08,24.113
12/07/1997,23.805,22.923,23.402,23.274,25.031,24.036
13/07/1997,23.728,22.814,23.334,23.208,24.98,23.956
14/07/1997,23.646,22.7,23.264,23.139,24.927,23.872
15/07/1997,23.571,22.581,23.191,23.066,24.945,23.784
16/07/1997,23.523,22.718,23.114,22.99,24.886,23.692
17/07/1997,23.43,22.588,23.035,22.912,24.826,23.597
18/07/1997,23.396,22.563,22.952,23.017,24.762,23.529
19/07/1997,23.297,22.428,22.866,22.932,24.697,23.427
20/07/1997,23.194,22.283,22.777,22.844,24.628,23.321
21/07/1997,23.105,22.241,22.685,22.752,24.558,23.211
22/07/1997,23,22.087,22.59,22.692,24.485,23.098
23/07/1997,22.917,22.124,22.492,22.595,24.409,22.981
24/07/1997,22.8,21.958,22.391,22.494,24.331,22.861
25/07/1997,22.68,21.789,22.288,22.39,24.251,22.738
26/07/1997,22.561,21.616,22.181,22.284,24.168,22.62
27/07/1997,22.434,21.438,22.071,22.175,24.083,22.49
28/07/1997,22.305,21.256,21.959,22.063,23.996,22.357
29/07/1997,22.172,21.071,21.843,21.947,23.906,22.22
30/07/1997,22.036,20.882,21.725,21.83,23.814,22.081
31/07/1997,21.897,20.689,21.604,21.709,23.719,21.938
01/08/1997,21.755,20.492,21.48,21.586,23.622,21.792
02/08/1997,21.609,20.292,21.354,21.455,23.523,21.643
03/08/1997,21.461,20.089,21.225,21.326,23.421,21.491
04/08/1997,21.314,19.882,21.093,21.216,23.317,21.336
05/08/1997,21.161,19.672,20.959,21.082,23.211,21.179
06/08/1997,21.004,19.459,20.822,20.945,23.102,21.018
07/08/1997,20.845,19.242,20.682,20.806,22.991,20.855
08/08/1997,20.684,19.023,20.54,20.664,22.878,20.689
09/08/1997,20.546,18.968,20.396,20.52,22.762,20.521
10/08/1997,20.381,18.741,20.249,20.389,22.645,20.349
11/08/1997,20.215,18.536,20.1,20.24,22.525,20.176
12/08/1997,20.043,18.304,19.948,20.088,22.402,19.999
13/08/1997,19.852,18.069,19.803,19.821,22.278,19.821
14/08/1997,19.675,17.832,19.647,19.666,22.152,19.64
15/08/1997,19.497,17.598,19.488,19.508,22.023,19.457
16/08/1997,19.33,17.375,19.328,19.414,21.892,19.271
17/08/1997,19.147,17.131,19.165,19.252,21.759,19.084
18/08/1997,18.962,16.886,19.001,19.087,21.624,18.894
19/08/1997,18.765,16.639,18.834,18.861,21.487,18.702
20/08/1997,18.576,16.39,18.665,18.694,21.348,18.509
21/08/1997,18.385,16.14,18.495,18.524,21.206,18.313
22/08/1997,18.193,15.888,18.322,18.352,21.063,18.116
23/08/1997,17.998,15.635,18.148,18.179,20.918,17.917
24/08/1997,17.802,15.381,17.972,18.003,20.772,17.716
25/08/1997,17.605,15.126,17.794,17.826,20.623,17.514
26/08/1997,17.406,14.87,17.615,17.648,20.472,17.31
27/08/1997,17.205,14.613,17.434,17.467,20.32,17.105
28/08/1997,17.003,14.355,17.252,17.286,20.166,16.898
29/08/1997,16.8,14.097,17.068,17.102,20.01,16.69
30/08/1997,16.596,13.838,16.882,16.918,19.852,16.481
31/08/1997,16.391,13.579,16.696,16.732,19.693,16.271
01/09/1997,16.184,13.32,16.508,16.545,19.532,16.059
02/09/1997,15.977,13.061,16.319,16.356,19.369,15.847
03/09/1997,15.769,12.801,16.129,16.167,19.206,15.634
04/09/1997,15.559,12.542,15.938,15.976,19.04,15.42
05/09/1997,15.354,12.283,15.745,15.809,18.874,15.205
06/09/1997,15.143,12.025,15.552,15.617,18.706,14.99
07/09/1997,14.932,11.767,15.358,15.423,18.536,14.774
08/09/1997,14.721,11.51,15.164,15.228,18.366,14.558
09/09/1997,14.509,11.253,14.968,15.033,18.194,14.341
10/09/1997,14.293,10.998,14.772,14.813,18.021,14.124
11/09/1997,14.081,10.743,14.576,14.617,17.846,13.907
12/09/1997,13.846,10.49,14.365,14.291,17.671,13.69
13/09/1997,13.634,10.238,14.168,14.096,17.495,13.473
14/09/1997,13.422,9.987,13.97,13.899,17.319,13.255
15/09/1997,13.21,9.738,13.772,13.703,17.141,13.038
16/09/1997,12.996,9.48,13.574,13.507,16.963,12.822
17/09/1997,12.785,9.234,13.376,13.311,16.783,12.605
18/09/1997,12.596,8.949,13.191,13.284,16.604,12.39
19/09/1997,12.378,8.663,12.992,13.085,16.423,12.174
20/09/1997,12.168,8.425,12.794,12.887,16.242,11.96
21/09/1997,11.959,8.19,12.596,12.688,16.06,11.745
22/09/1997,11.75,7.957,12.398,12.489,15.878,11.532
23/09/1997,11.542,7.726,12.201,12.292,15.696,11.32
24/09/1997,11.336,7.499,12.004,12.094,15.514,11.108
25/09/1997,11.126,7.273,11.808,11.868,15.331,10.898
26/09/1997,10.921,7.05,11.613,11.672,15.149,10.689
27/09/1997,10.733,6.873,11.418,11.531,14.966,10.481
28/09/1997,10.531,6.655,11.224,11.336,14.784,10.275
29/09/1997,10.329,6.44,11.03,11.141,14.601,10.069
30/09/1997,10.113,6.194,10.838,10.947,14.419,9.842
01/10/1997,9.916,5.986,10.646,10.755,14.236,9.64
02/10/1997,9.719,5.782,10.456,10.564,14.054,9.44
03/10/1997,9.525,5.582,10.267,10.373,13.873,9.242
04/10/1997,9.332,5.385,10.079,10.184,13.692,9.046
05/10/1997,9.141,5.138,9.893,10.007,13.512,8.864
06/10/1997,8.947,4.95,9.707,9.81,13.332,8.664
07/10/1997,8.761,4.766,9.524,9.624,13.154,8.474
08/10/1997,8.576,4.585,9.341,9.441,12.975,8.285
09/10/1997,8.354,4.154,9.161,9.258,12.798,8.099
10/10/1997,8.164,3.992,8.981,9.073,12.621,7.892
11/10/1997,7.978,3.835,8.804,8.836,12.446,7.71
12/10/1997,7.729,3.429,8.629,8.665,12.271,7.451
13/10/1997,7.654,3.609,8.455,8.491,12.097,7.372
14/10/1997,7.484,3.458,8.283,8.318,11.925,7.198
15/10/1997,7.309,3.299,8.114,8.136,11.754,7.018
16/10/1997,7.145,3.157,7.946,7.968,11.585,6.849
17/10/1997,6.983,3.019,7.78,7.802,11.417,6.684
18/10/1997,6.813,2.885,7.616,7.638,11.234,6.501
19/10/1997,6.654,2.755,7.455,7.476,11.059,6.338
20/10/1997,6.5,2.629,7.296,7.317,10.896,6.181
21/10/1997,6.346,2.499,7.139,7.159,10.734,6.022
22/10/1997,6.176,2.341,6.985,6.99,10.574,5.842
23/10/1997,6.021,2.208,6.833,6.837,10.415,5.68
24/10/1997,5.872,2.095,6.683,6.653,10.259,5.532
25/10/1997,5.628,1.902,6.536,6.506,10.104,5.196
26/10/1997,5.258,1.79,6.391,6.336,9.952,4.568
27/10/1997,5.138,1.702,6.249,6.195,9.801,4.458
28/10/1997,4.79,1.618,6.109,5.805,9.645,3.946
29/10/1997,4.588,1.537,5.972,5.531,9.493,3.701
30/10/1997,4.504,1.459,5.831,5.535,9.349,3.612
31/10/1997,4.401,1.384,5.699,5.411,9.206,3.524
01/11/1997,4.621,1.312,5.57,5.595,9.066,4.017
02/11/1997,4.599,1.289,5.444,5.468,8.928,4.083
03/11/1997,4.557,1.208,5.32,5.343,8.793,4.124
04/11/1997,4.451,1.144,5.2,5.221,8.66,4.02
05/11/1997,4.364,1.083,5.081,5.102,8.529,3.954
06/11/1997,4.046,1.023,4.966,4.985,8.4,3.389
07/11/1997,3.954,0.968,4.853,4.872,8.274,3.307
08/11/1997,3.935,0.912,4.743,4.761,8.151,3.376
09/11/1997,3.922,0.862,4.636,4.653,8.034,3.455
10/11/1997,3.764,0.774,4.529,4.458,7.915,3.265
11/11/1997,3.669,0.679,4.43,4.34,7.799,3.186
12/11/1997,3.589,0.643,4.332,4.242,7.685,3.109
13/11/1997,3.494,0.609,4.225,4.08,7.533,3.035
14/11/1997,3.523,0.578,4.135,3.989,7.425,3.185
15/11/1997,3.447,0.548,4.045,3.9,7.32,3.108
16/11/1997,3.373,0.519,3.957,3.814,7.217,3.033
17/11/1997,3.301,0.492,3.872,3.731,7.118,2.961
18/11/1997,3.152,0.467,3.79,3.641,7.015,2.724
19/11/1997,2.983,0.443,3.71,3.548,6.872,2.456
20/11/1997,2.866,0.421,3.633,3.452,6.781,2.285
21/11/1997,2.792,0.397,3.559,3.375,6.693,2.2
22/11/1997,2.719,0.377,3.487,3.306,6.594,2.115
23/11/1997,2.65,0.359,3.404,3.185,6.499,2.057
24/11/1997,2.631,0.341,3.337,3.121,6.421,2.077
25/11/1997,2.568,0.304,3.274,3.06,6.344,2.008
26/11/1997,2.508,0.29,3.213,2.911,6.27,1.969
27/11/1997,2.503,0.263,3.154,2.83,6.214,2.02
28/11/1997,2.462,0.252,3.098,2.778,6.145,1.983
29/11/1997,2.355,0.241,3.044,2.729,6.079,1.804
30/11/1997,2.319,0.231,2.993,2.682,6.015,1.773
01/12/1997,2.285,0.222,2.945,2.637,5.956,1.744
02/12/1997,2.252,0.214,2.898,2.594,5.898,1.716
03/12/1997,2.174,0.195,2.596,2.441,5.842,1.683
04/12/1997,2.137,0.188,2.524,2.373,5.79,1.658
05/12/1997,2.133,0.177,2.716,2.352,5.74,1.635
06/12/1997,2.065,0.171,2.679,2.32,5.352,1.613
07/12/1997,1.962,0.165,2.415,2.137,5.089,1.58
08/12/1997,1.889,0.157,2.383,2.237,5.076,1.402
09/12/1997,1.889,0.153,2.558,2.195,5.234,1.341
10/12/1997,1.897,0.149,2.6,2.292,5.2,1.325
11/12/1997,1.842,0.145,2.575,2.256,5.181,1.233
12/12/1997,1.826,0.142,2.551,2.231,5.147,1.222
13/12/1997,1.82,0.139,2.529,2.211,5.184,1.211
14/12/1997,1.806,0.136,2.51,2.194,5.142,1.202
15/12/1997,1.795,0.134,2.493,2.178,5.121,1.194
16/12/1997,1.709,0.132,2.477,2.027,5.102,1.072
17/12/1997,1.701,0.13,2.464,2.016,5.086,1.066
18/12/1997,1.532,0.128,2.453,1.705,4.969,0.843
19/12/1997,1.511,0.112,2.446,1.679,4.915,0.828
20/12/1997,1.506,0.111,2.439,1.671,4.906,0.826
21/12/1997,1.498,0.11,2.386,1.667,4.889,0.824
22/12/1997,1.446,0.11,2.383,1.353,4.885,0.823
23/12/1997,1.413,0.11,2.383,1.353,4.885,0.753
24/12/1997,1.414,0.11,2.384,1.353,4.886,0.753
25/12/1997,1.485,0.11,2.387,1.559,4.986,0.808
26/12/1997,1.498,0.111,2.392,1.543,4.993,0.837
27/12/1997,1.567,0.112,2.4,1.548,5.002,0.98
28/12/1997,1.668,0.113,2.409,1.558,5.014,1.188
29/12/1997,1.668,0.114,2.421,1.565,5.029,1.178
30/12/1997,1.685,0.116,2.434,1.702,5.046,1.16
31/12/1997,1.793,0.129,2.45,2.028,5.115,1.254
01/01/1998,1.892,0.134,2.537,2.229,5.286,1.331
02/01/1998,1.897,0.137,2.559,2.256,5.318,1.319
03/01/1998,1.913,0.14,2.583,2.278,5.349,1.332
04/01/1998,1.93,0.143,2.61,2.302,5.383,1.345
05/01/1998,1.924,0.147,2.615,2.358,5.349,1.32
06/01/1998,1.936,0.152,2.65,2.387,5.353,1.326
07/01/1998,1.945,0.157,2.682,2.402,5.37,1.327
08/01/1998,1.986,0.162,2.717,2.485,5.455,1.356
09/01/1998,2.023,0.153,2.754,2.53,5.621,1.371
10/01/1998,2.044,0.159,2.794,2.567,5.64,1.388
11/01/1998,2.083,0.174,2.852,2.643,5.695,1.415
12/01/1998,2.126,0.181,2.897,2.688,5.75,1.464
13/01/1998,2.181,0.215,2.944,2.762,5.898,1.498
14/01/1998,2.22,0.224,2.993,2.81,5.959,1.535
15/01/1998,2.266,0.234,3.045,2.86,6.023,1.586
16/01/1998,2.303,0.244,3.098,2.913,6.09,1.615
17/01/1998,2.341,0.254,3.148,2.968,6.16,1.647
18/01/1998,2.382,0.266,3.207,3.025,6.232,1.679
19/01/1998,2.425,0.278,3.269,3.085,6.307,1.713
20/01/1998,2.426,0.274,3.077,3.085,6.332,1.749
21/01/1998,2.461,0.28,3.091,3.126,6.405,1.786
22/01/1998,2.515,0.296,3.16,3.2,6.487,1.835
23/01/1998,2.522,0.312,3.344,3.128,6.583,1.807
24/01/1998,2.476,0.256,3.413,3.138,6.561,1.717
25/01/1998,2.464,0.276,3.485,2.804,6.65,1.76
26/01/1998,2.52,0.291,3.64,2.866,6.742,1.8
27/01/1998,2.504,0.307,3.71,2.678,6.76,1.803
28/01/1998,2.525,0.354,3.817,2.766,6.835,1.763
29/01/1998,2.581,0.395,3.903,2.835,6.917,1.806
30/01/1998,2.633,0.417,4.031,2.907,6.979,1.844
31/01/1998,2.38,0.44,4.123,2.415,7.056,1.425
01/02/1998,2.397,0.464,4.218,2.47,7.16,1.388
02/02/1998,2.351,0.486,4.316,1.963,7.166,1.435
03/02/1998,2.501,0.514,4.416,2.459,7.284,1.525
04/02/1998,2.559,0.486,4.535,2.416,7.533,1.582
05/02/1998,2.658,0.514,4.624,2.553,7.599,1.703
06/02/1998,2.721,0.544,4.732,2.61,7.715,1.755
07/02/1998,2.736,0.575,4.815,2.669,7.82,1.714
08/02/1998,2.822,0.608,4.928,2.729,7.94,1.812
09/02/1998,3.019,0.646,5.126,3.507,8.062,1.882
10/02/1998,3.234,0.767,5.341,4.237,8.218,1.968
11/02/1998,3.32,0.806,5.436,4.352,8.377,2.038
12/02/1998,3.388,0.85,5.561,4.447,8.497,2.079
13/02/1998,3.472,0.895,5.691,4.518,8.618,2.16
14/02/1998,3.786,0.943,5.814,4.719,8.794,2.677
15/02/1998,3.972,0.992,5.959,4.906,8.975,2.917
16/02/1998,3.966,1.06,6.105,5.176,9.267,2.683
17/02/1998,4.158,1.114,6.277,5.863,9.399,2.772
18/02/1998,4.399,1.168,6.42,5.99,9.616,3.14
19/02/1998,4.612,1.296,6.57,6.25,9.89,3.36
20/02/1998,4.716,1.36,6.719,6.393,10.042,3.444
21/02/1998,5.071,1.463,6.871,6.569,10.233,4.028
22/02/1998,5.329,1.533,7.025,6.717,10.389,4.432
23/02/1998,5.469,1.628,7.181,6.867,10.547,4.576
24/02/1998,5.599,1.807,7.34,7.02,10.707,4.668
25/02/1998,5.754,1.889,7.501,7.175,10.869,4.844
26/02/1998,5.879,1.973,7.664,7.332,11.017,4.959
27/02/1998,6.029,2.059,7.83,7.491,11.179,5.12
28/02/1998,6.17,2.148,7.88,7.648,11.344,5.284
01/03/1998,6.333,2.259,8.106,7.811,11.526,5.448
02/03/1998,6.453,2.345,8.191,7.889,11.694,5.588
03/03/1998,6.446,2.442,8.361,8.054,11.864,5.404
04/03/1998,6.568,2.54,8.471,8.221,12.035,5.509
05/03/1998,6.68,2.403,8.652,8.451,12.348,5.595
06/03/1998,7.069,2.525,8.883,8.576,12.432,6.277
07/03/1998,7.216,2.604,9.059,8.747,12.614,6.422
08/03/1998,7.323,2.695,9.215,8.921,12.789,6.484
09/03/1998,7.442,2.708,9.374,8.99,12.965,6.633
10/03/1998,7.615,2.809,9.554,9.164,13.142,6.825
11/03/1998,7.71,2.912,9.888,9.278,13.283,6.852
12/03/1998,7.41,3.017,10.075,9.347,12.956,6.201
13/03/1998,7.187,3.123,10.263,9.522,13.105,5.552
14/03/1998,7.366,3.232,10.537,8.962,13.339,5.972
15/03/1998,7.369,3.342,10.73,9.21,13.512,5.773
16/03/1998,7.604,3.454,10.923,9.415,14.056,5.986
17/03/1998,7.742,3.568,11.118,9.581,14.234,6.102
18/03/1998,7.724,3.683,11.313,9.723,14.287,5.922
19/03/1998,7.855,3.941,11.509,9.915,14.463,5.965
20/03/1998,7.905,4.144,11.706,10.215,14.653,5.814
21/03/1998,8.062,4.39,11.904,10.386,14.83,5.923
22/03/1998,8.395,4.52,12.102,10.512,15.006,6.462
23/03/1998,8.62,4.816,12.3,10.996,15.182,6.593
24/03/1998,8.679,4.956,12.499,11.346,15.358,6.466
25/03/1998,9.047,5.095,12.705,11.7,15.379,7.041
26/03/1998,9.218,5.234,12.905,11.926,15.552,7.195
27/03/1998,9.498,5.374,13.105,12.229,15.725,7.559
28/03/1998,9.811,5.516,13.305,12.416,16.088,7.981
29/03/1998,10.264,5.658,13.505,12.603,16.261,8.752
30/03/1998,10.52,5.802,13.705,12.79,16.434,9.103
31/03/1998,10.626,5.947,13.905,13.144,16.607,9.075
01/04/1998,11.113,6.092,14.105,13.333,16.778,9.919
02/04/1998,11.739,6.313,14.304,13.522,16.948,11.033
03/04/1998,11.844,6.461,14.496,14.134,17.129,10.915
04/04/1998,12.095,6.61,14.694,14.327,17.699,11.144
05/04/1998,12.253,6.76,14.892,14.519,17.78,11.307
06/04/1998,12.274,6.386,15.089,14.711,17.95,11.325
07/04/1998,12.452,6.527,15.286,14.902,18.211,11.484
08/04/1998,12.726,6.65,15.481,15.092,18.379,11.881
09/04/1998,12.979,6.704,15.676,15.282,18.546,12.256
10/04/1998,13.373,7.389,15.863,15.471,18.711,12.726
11/04/1998,13.813,7.956,16.056,15.701,18.875,13.319
12/04/1998,13.957,7.894,16.247,15.888,19.071,13.492
13/04/1998,13.872,7.773,16.18,16.074,19.139,13.282
14/04/1998,14.026,7.925,16.303,16.258,19.298,13.432
15/04/1998,14.182,8.072,16.586,16.419,19.456,13.562
16/04/1998,14.427,8.22,16.77,16.601,19.612,13.898
17/04/1998,14.495,8.367,16.952,16.782,19.783,13.85
18/04/1998,14.788,8.514,17.104,16.961,19.929,14.3
19/04/1998,14.927,8.501,17.283,17.138,20.079,14.463
20/04/1998,15.095,8.645,17.538,17.314,20.228,14.625
21/04/1998,15.313,8.787,17.761,17.488,20.375,14.9
22/04/1998,15.583,8.962,17.977,17.661,20.519,15.28
23/04/1998,15.743,9.104,18.16,17.831,20.662,15.442
24/04/1998,15.938,9.312,18.332,18,20.846,15.649
25/04/1998,16.252,9.98,18.586,18.167,20.985,15.954
26/04/1998,16.438,10.128,18.756,18.332,21.122,16.176
27/04/1998,16.725,10.275,18.923,18.495,21.357,16.589
28/04/1998,16.88,10.421,19.088,18.656,21.49,16.749
29/04/1998,17.11,10.767,19.251,18.815,21.622,17.006
30/04/1998,17.354,11.361,19.446,18.972,21.751,17.203
